,2003,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
models,0,0,0,0,0,0,0,0,18,15,24,40,100,385,529,677,820,772,933,1075,1415,6803
economic,0,0,0,0,0,0,0,0,0,0,0,11,42,200,275,579,668,508,549,738,1125,4695
effects,0,0,0,0,0,0,0,0,20,0,28,34,71,214,248,492,599,533,623,736,1076,4674
market,0,0,0,0,0,0,0,0,0,0,0,0,18,199,274,417,616,450,576,736,1036,4322
information,0,0,0,0,0,0,0,0,0,0,0,0,40,174,223,395,572,503,505,626,775,3813
policy,0,0,0,0,0,0,0,0,0,0,0,18,23,111,192,456,428,382,434,457,885,3386
learning,0,0,0,0,0,0,0,0,0,0,0,12,45,112,176,362,444,500,391,584,731,3357
treatment,0,0,0,0,0,0,0,0,14,0,0,50,56,182,155,347,400,433,417,536,648,3238
framework,0,0,0,0,0,0,0,0,0,0,0,14,21,115,175,282,333,293,354,500,1099,3186
optimal,0,0,0,0,0,0,0,0,0,0,0,0,19,127,211,328,439,436,413,489,666,3128
methods,0,0,0,0,0,0,12,0,13,0,12,36,62,151,239,314,375,360,355,500,645,3074
effect,0,0,0,0,0,0,0,0,0,0,8,31,29,124,150,352,449,396,411,488,621,3059
social,0,0,0,0,0,0,0,0,0,0,0,0,8,78,176,412,441,444,385,446,588,2978
estimation,0,0,0,0,0,0,8,0,0,0,13,24,69,186,303,275,348,335,439,411,556,2967
use,0,0,0,0,0,0,0,0,0,0,0,14,36,145,229,311,460,408,385,459,488,2935
agents,0,0,0,0,0,0,0,0,0,0,0,0,21,136,156,286,357,380,397,488,556,2777
empirical,0,0,0,0,0,0,0,0,0,0,8,14,33,142,169,255,336,294,402,392,634,2679
provide,0,0,0,0,0,0,0,0,0,0,12,16,29,116,187,308,332,326,350,439,514,2629
network,0,0,0,0,0,0,0,0,0,0,0,0,21,87,256,376,392,348,279,377,472,2608
distribution,0,0,0,0,0,0,0,0,0,0,0,12,49,149,196,274,326,336,333,419,494,2588
impact,0,0,0,0,0,0,0,0,0,0,0,0,10,56,111,285,333,311,374,475,627,2582
find,0,0,0,0,0,0,0,0,0,0,0,0,13,104,196,334,335,339,366,384,500,2571
inference,0,0,0,0,0,0,0,0,19,0,16,30,53,156,219,208,273,280,304,373,575,2506
first,0,0,0,0,0,0,0,0,0,0,0,13,23,108,174,281,355,312,356,373,479,2474
equilibrium,0,0,0,0,0,0,0,0,0,0,0,0,16,105,178,273,299,306,359,367,556,2459
